Datetime,Water Level (m)
2002-01-01,23.42200088500977
2002-01-02,23.440000534057614
2002-01-03,23.46199989318848
2002-01-04,23.47100067138672
2002-01-05,23.464000701904297
2002-01-06,23.464000701904297
2002-01-07,23.46500015258789
2002-01-08,23.45199966430664
2002-01-09,23.44599914550781
2002-01-10,23.43899917602539
2002-01-11,23.434999465942383
2002-01-12,23.440000534057614
2002-01-13,23.43199920654297
2002-01-14,23.41900062561035
2002-01-15,23.40500068664551
2002-01-16,23.395999908447266
2002-01-17,23.38599967956543
2002-01-18,23.36899948120117
2002-01-19,23.35099983215332
2002-01-20,23.339000701904297
2002-01-21,23.312000274658203
2002-01-22,23.28300094604492
2002-01-23,23.268999099731445
2002-01-24,23.25300025939941
2002-01-25,23.231000900268555
2002-01-26,23.22200012207031
2002-01-27,23.202999114990234
2002-01-28,23.18600082397461
2002-01-29,23.16600036621093
2002-01-30,23.145999908447266
2002-01-31,23.117000579833984
2002-02-01,23.108999252319336
2002-02-02,23.089000701904297
2002-02-03,23.072999954223643
2002-02-04,23.06800079345703
2002-02-05,23.066999435424805
2002-02-06,23.062000274658203
2002-02-07,23.04100036621093
2002-02-08,23.03400039672852
2002-02-09,23.013999938964844
2002-02-10,22.99600028991699
2002-02-11,22.97500038146973
2002-02-12,22.952999114990234
2002-02-13,22.937000274658203
2002-02-14,22.92900085449219
2002-02-15,22.917999267578125
2002-02-16,22.91399955749512
2002-02-17,22.90299987792969
2002-02-18,22.895999908447266
2002-02-19,22.891000747680664
2002-02-20,22.89299964904785
2002-02-21,22.88800048828125
2002-02-22,22.88800048828125
2002-02-23,22.88800048828125
2002-02-24,22.882999420166016
2002-02-25,22.87800025939941
2002-02-26,22.87700080871582
2002-02-27,22.875999450683604
2002-02-28,22.88500022888184
2002-03-01,22.87100028991699
2002-03-02,22.87299919128418
2002-03-03,22.85400009155273
2002-03-04,22.8439998626709
2002-03-05,22.832000732421875
2002-03-06,22.80900001525879
2002-03-07,22.80100059509277
2002-03-08,22.785999298095703
2002-03-09,22.78000068664551
2002-03-10,22.78000068664551
2002-03-11,22.774999618530284
2002-03-12,22.768999099731445
2002-03-13,22.761999130249023
2002-03-14,22.7549991607666
2002-03-15,22.757999420166016
2002-03-16,22.7549991607666
2002-03-17,22.75399971008301
2002-03-18,22.75300025939941
2002-03-19,22.7549991607666
2002-03-20,22.756999969482425
2002-03-21,22.756000518798828
2002-03-22,22.76099967956543
2002-03-23,22.763999938964844
2002-03-24,22.770999908447266
2002-03-25,22.77199935913086
2002-03-26,22.78300094604492
2002-03-27,22.77799987792969
2002-03-28,22.7810001373291
2002-03-29,22.7810001373291
2002-03-30,22.77199935913086
2002-03-31,22.77300071716309
2002-04-01,22.78899955749512
2002-04-02,22.79800033569336
2002-04-03,22.79999923706055
2002-04-04,22.79700088500977
2002-04-05,22.80100059509277
2002-04-06,22.82500076293945
2002-04-07,22.839000701904297
2002-04-08,22.843000411987305
2002-04-09,22.839000701904297
2002-04-10,22.83300018310547
2002-04-11,22.832000732421875
2002-04-12,22.834999084472656
2002-04-13,22.83799934387207
2002-04-14,22.83300018310547
2002-04-15,22.83300018310547
2002-04-16,22.836000442504886
2002-04-17,22.854999542236328
2002-04-18,22.8799991607666
2002-04-19,22.882999420166016
2002-04-20,22.881999969482425
2002-04-21,22.88400077819824
2002-04-22,22.88500022888184
2002-04-23,22.88500022888184
2002-04-24,22.891000747680664
2002-04-25,22.895000457763672
2002-04-26,22.90500068664551
2002-04-27,22.923999786376964
2002-04-28,22.933000564575195
2002-04-29,22.937000274658203
2002-04-30,22.937000274658203
2002-05-01,22.9379997253418
2002-05-02,22.947999954223643
