Datetime,Water Level (m)
2007-05-09,25.636999130249023
2007-05-10,25.625999450683604
2007-05-11,25.62100028991699
2007-05-12,25.61199951171875
2007-05-13,25.604999542236328
2007-05-14,25.604999542236328
2007-05-15,25.604999542236328
2007-05-16,25.601999282836925
2007-05-17,25.60700035095215
2007-05-18,25.60300064086914
2007-05-19,25.60400009155273
2007-05-20,25.601999282836925
2007-05-21,25.59900093078613
2007-05-22,25.59700012207031
2007-05-23,25.59600067138672
2007-05-24,25.59700012207031
2007-05-25,25.62800025939941
2007-05-26,25.65500068664551
2007-05-27,25.667999267578125
2007-05-28,25.660999298095703
2007-05-29,25.65800094604492
2007-05-30,25.645000457763672
2007-05-31,25.6299991607666
2007-06-01,25.62100028991699
2007-06-02,25.61199951171875
2007-06-03,25.613000869750977
2007-06-04,25.61899948120117
2007-06-05,25.617000579833984
2007-06-06,25.61199951171875
2007-06-07,25.72599983215332
2007-06-08,25.979999542236328
2007-06-09,25.92499923706055
2007-06-10,25.84600067138672
2007-06-11,25.77199935913086
2007-06-12,25.72100067138672
2007-06-13,25.690000534057614
2007-06-14,25.65399932861328
2007-06-15,25.638999938964844
2007-06-16,25.665000915527344
2007-06-17,25.638999938964844
2007-06-18,25.67099952697754
2007-06-19,25.709999084472656
2007-06-20,25.72400093078613
2007-06-21,25.70199966430664
2007-06-22,25.670000076293945
2007-06-23,25.643999099731445
2007-06-24,25.621999740600582
2007-06-25,25.60400009155273
2007-06-26,25.608999252319336
2007-06-27,25.62400054931641
2007-06-28,25.60000038146973
2007-06-29,25.57900047302246
2007-06-30,25.56800079345703
2007-07-01,25.5629997253418
2007-07-02,25.55699920654297
2007-07-03,25.54100036621093
2007-07-04,25.53199958801269
2007-07-05,25.53300094604492
2007-07-06,25.542999267578125
2007-07-07,25.55200004577637
2007-07-08,25.55400085449219
2007-07-09,25.54999923706055
2007-07-10,25.54999923706055
2007-07-11,25.54999923706055
2007-07-12,25.54599952697754
2007-07-13,25.548999786376964
2007-07-14,25.548999786376964
2007-07-15,25.540000915527344
