Datetime,Water Level (m)
2005-10-01,6.228000164031982
2005-10-02,6.1630001068115225
2005-10-03,6.116000175476074
2005-10-04,6.0920000076293945
2005-10-05,6.080999851226808
2005-10-06,6.078999996185303
2005-10-07,6.10099983215332
2005-10-08,6.114999771118164
2005-10-09,6.111999988555907
2005-10-10,6.099999904632568
2005-10-11,6.0920000076293945
2005-10-12,6.089000225067139
2005-10-13,6.0920000076293945
2005-10-14,6.10099983215332
2005-10-15,6.098999977111816
2005-10-16,6.111000061035156
2005-10-17,6.105999946594237
2005-10-18,6.122000217437744
2005-10-19,6.114999771118164
2005-10-20,6.114999771118164
2005-10-21,6.109000205993652
2005-10-22,6.114999771118164
2005-10-23,6.1570000648498535
2005-10-24,6.176000118255615
2005-10-25,6.2220001220703125
2005-10-26,6.254000186920166
2005-10-27,6.260000228881836
2005-10-28,6.230000019073486
2005-10-29,6.208000183105469
2005-10-30,6.192999839782715
2005-10-31,6.188000202178955
2005-11-01,6.182000160217285
2005-11-02,6.168000221252441
2005-11-03,6.171999931335449
2005-11-04,6.186999797821045
2005-11-05,6.184999942779541
2005-11-06,6.182000160217285
2005-11-07,6.192999839782715
2005-11-08,6.177999973297119
2005-11-09,6.27899980545044
2005-11-10,6.401999950408936
2005-11-11,6.548999786376952
2005-11-12,6.508999824523926
2005-11-13,6.335000038146973
2005-11-14,6.249000072479247
2005-11-15,6.251999855041504
2005-11-16,6.473999977111816
2005-11-17,6.715000152587892
2005-11-18,6.798999786376952
2005-11-19,6.547999858856201
2005-11-20,6.386000156402588
2005-11-21,6.313000202178955
2005-11-22,6.276000022888184
2005-11-23,6.238999843597412
2005-11-24,6.210999965667725
2005-11-25,6.164999961853027
2005-11-26,6.1459999084472665
2005-11-27,6.142000198364258
2005-11-28,6.178999900817871
2005-11-29,6.484000205993652
2005-11-30,6.890999794006348
2005-12-01,7.059999942779541
2005-12-02,6.811999797821045
2005-12-03,6.607999801635742
2005-12-04,6.459000110626222
2005-12-05,6.355000019073486
2005-12-06,6.290999889373778
2005-12-07,6.242000102996826
2005-12-08,6.192999839782715
2005-12-09,6.179999828338622
2005-12-10,6.1690001487731925
2005-12-11,6.160999774932861
2005-12-12,6.146999835968018
2005-12-13,6.127999782562256
2005-12-14,6.118000030517577
2005-12-15,6.105999946594237
2005-12-16,6.109000205993652
2005-12-17,6.103000164031982
2005-12-18,6.0939998626708975
2005-12-19,6.085999965667725
2005-12-20,6.083000183105469
2005-12-21,6.081999778747559
2005-12-22,6.080999851226808
2005-12-23,6.080999851226808
2005-12-24,6.0929999351501465
2005-12-25,6.13700008392334
2005-12-26,6.2880001068115225
2005-12-27,6.4619998931884775
2005-12-28,6.60699987411499
2005-12-29,6.614999771118164
2005-12-30,6.7170000076293945
2005-12-31,6.804999828338622
2006-01-01,6.627999782562256
2006-01-02,6.5320000648498535
2006-01-03,6.574999809265138
2006-01-04,6.849999904632568
2006-01-05,6.888000011444093
2006-01-06,6.870999813079834
2006-01-07,6.776999950408936
2006-01-08,6.585000038146973
2006-01-09,6.452000141143799
2006-01-10,6.367000102996826
2006-01-11,6.335000038146973
2006-01-12,6.401999950408936
2006-01-13,6.51800012588501
2006-01-14,6.619999885559082
2006-01-15,6.611000061035156
2006-01-16,6.541999816894531
2006-01-17,6.38700008392334
2006-01-18,6.501999855041504
2006-01-19,6.636000156402588
2006-01-20,6.701000213623048
2006-01-21,6.716000080108643
2006-01-22,6.90500020980835
2006-01-23,6.824999809265138
2006-01-24,6.656000137329103
2006-01-25,6.560999870300293
2006-01-26,6.458000183105469
2006-01-27,6.348999977111816
2006-01-28,6.321000099182129
2006-01-29,6.4619998931884775
2006-01-30,6.822000026702881
2006-01-31,7.105999946594237
2006-02-01,6.9190001487731925
2006-02-02,6.750999927520753
2006-02-03,6.696000099182129
2006-02-04,6.8460001945495605
2006-02-05,7.160999774932861
2006-02-06,7.2150001525878915
2006-02-07,7.004000186920166
2006-02-08,6.8369998931884775
2006-02-09,6.703999996185303
2006-02-10,6.611000061035156
2006-02-11,6.540999889373778
2006-02-12,6.477000236511231
2006-02-13,6.428999900817871
2006-02-14,6.389999866485597
2006-02-15,6.367000102996826
2006-02-16,6.439000129699707
2006-02-17,6.84499979019165
2006-02-18,7.208000183105469
2006-02-19,7.1630001068115225
2006-02-20,6.771999835968018
2006-02-21,6.559999942779541
2006-02-22,6.459000110626222
2006-02-23,6.40500020980835
2006-02-24,6.367000102996826
2006-02-25,6.323999881744385
